"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","dtpA","-3.98","-3.98","0.74","1.11","3","11.71","17.60","218.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","slyB","-1.37","-1.37","306.10","143.25","277","795.55","372.31","4018.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ydhI","0.34","0.34","117.53","27.85","21","92.34","21.88","129.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","rpmI","3.30","3.30","7025.24","1390.99","2140","709.96","140.56","49772.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","infC","-0.74","-0.74","3885.42","2109.78","6635","6527.64","3544.51","80069.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yeaH","-1.54","-1.54","68.86","88.42","265","201.34","258.52","3543.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yeaI","0.35","0.34","1.26","1.86","5","0.98","1.46","19.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yeaN","0.57","0.57","4.59","5.44","16","3.09","3.65","78.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","prc","-2.41","-2.41","49.44","101.30","283","263.23","539.37","6593.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","holE","-0.44","-0.44","93.78","21.66","19","127.37","29.41","266.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yobB","-4.86","-4.85","1.41","0.93","5","41.10","27.00","238.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","znuA","-2.36","-2.36","26.46","24.69","62","136.35","127.22","1132.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","znuC","-1.67","-1.67","10.47","7.91","20","33.41","25.26","280.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ftnB","0.58","0.58","45.84","23.10","96","30.48","15.36","248.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","wzxB","-1.81","-1.81","25.28","31.55","86","89.01","111.09","1400.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","rfbC","-1.51","-1.51","35.28","19.68","39","100.61","56.14","522.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","gatB","-0.79","-0.79","1855.59","528.84","582","3228.08","919.99","6486.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","gatA","0.71","0.71","4706.18","2131.89","3888","2866.56","1298.55","14118.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","gatZ","-0.99","-0.99","1675.20","2115.79","5536","3334.98","4212.09","47813.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","gatY","-0.84","-0.84","1544.45","1320.51","3508","2771.31","2369.47","26036.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yehD","2.38","2.38","1.88","1.02","2","0.36","0.19","2.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ompC","-4.38","-4.38","69.72","76.97","271","1453.22","1604.36","21839.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yfaL","-2.17","-2.17","5.36","20.12","59","24.25","91.04","1018.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","glpA","0.72","0.72","89.08","145.11","467","54.05","88.05","868.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yfaZ","-1.77","-1.77","1.88","1.02","2","6.41","3.48","43.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","nuoA","-0.27","-0.27","251.27","111.56","216","304.60","135.24","1647.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","sixA","-1.99","-1.99","24.93","12.11","31","99.27","48.24","608.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","fadL","-2.16","-2.16","9.91","13.29","38","44.54","59.73","734.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yffL","0.21","0.21","56.38","36.20","79","48.73","31.28","245.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yffQ","-0.59","-0.60","10.93","4.13","11","16.56","6.26","72.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yffS","-0.56","-0.56","128.32","103.93","247","189.43","153.43","1467.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","raiA","2.31","2.31","9695.04","3315.71","16013","1947.46","666.02","8702.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","pheL",,,"0.00","0.00","10","0.00","0.00","94.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ygbJ","-1.10","-1.10","2.27","2.06","5","4.91","4.46","62.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ygbE","-2.37","-2.37","38.83","12.58","23","201.60","65.31","473.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","cysC","-0.18","-0.18","155.50","94.23","210","176.36","106.87","1103.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ygcW",,,"0.00","0.00","1","5.12","4.02","25.00",
